,score
42250,326
42251,127
42252,399
42253,564
42254,721
42255,612
42256,143
42257,525
42258,595
42259,350
42260,323
42261,544
42262,728
42263,710
42264,980
42265,995
42266,814
42267,953
42268,199
42269,761
42270,37
42271,186
42272,340
42273,795
42274,513
42275,472
42276,508
42277,974
42278,197
42279,927
42280,690
42281,674
42282,611
42283,80
42284,872
42285,119
42286,660
42287,340
42288,989
42289,197
42290,465
42291,577
42292,938
42293,333
42294,879
42295,844
42296,352
42297,68
42298,63
42299,466
42300,157
42301,517
42302,715
42303,616
42304,422
42305,524
42306,2
42307,196
42308,948
42309,265
42310,733
42311,297
42312,297
42313,178
42314,464
42315,100
42316,847
42317,758
42318,536
42319,104
42320,753
42321,13
42322,469
42323,422
42324,800
42325,842
42326,607
42327,43
42328,360
42329,994
42330,690
42331,396
42332,715
42333,392
42334,692
42335,642
42336,962
42337,647
42338,204
42339,444
42340,548
42341,466
42342,824
42343,730
42344,79
42345,718
42346,184
42347,609
42348,358
42349,157
42350,946
42351,270
42352,927
42353,561
42354,611
42355,624
42356,406
42357,478
42358,946
42359,885
42360,4
42361,41
42362,239
42363,179
42364,838
42365,246
42366,729
42367,536
42368,585
42369,609
42370,676
42371,99
42372,327
42373,958
42374,950
42375,76
42376,594
42377,576
42378,322
42379,724
42380,532
42381,609
42382,235
42383,996
42384,530
42385,959
42386,702
42387,783
42388,78
42389,850
42390,181
42391,235
42392,679
42393,146
42394,231
42395,939
42396,302
42397,592
42398,613
42399,967
42400,477
42401,513
42402,350
42403,662
42404,819
42405,446
42406,671
42407,991
42408,796
42409,657
42410,308
42411,656
42412,403
42413,704
42414,831
42415,591
42416,617
42417,805
42418,44
42419,118
42420,103
42421,738
42422,945
42423,803
42424,541
42425,684
42426,63
42427,388
42428,20
42429,263
42430,756
42431,738
42432,958
42433,103
42434,459
42435,847
42436,95
42437,28
42438,414
42439,860
42440,887
42441,202
42442,20
42443,404
42444,240
42445,949
42446,586
42447,357
42448,461
42449,671
42450,832
42451,186
42452,423
42453,402
42454,46
42455,129
42456,819
42457,801
42458,241
42459,305
42460,110
42461,278
42462,4
42463,736
42464,791
42465,99
42466,442
42467,609
42468,684
42469,793
42470,639
42471,416
42472,675
42473,376
42474,537
42475,752
42476,752
42477,370
42478,406
42479,366
42480,880
42481,341
42482,988
42483,2
42484,892
42485,518
42486,390
42487,685
42488,383
42489,388
42490,632
42491,528
42492,640
42493,318
42494,790
42495,527
42496,819
42497,213
42498,450
42499,753
42500,467
42501,755
42502,986
42503,475
42504,111
42505,564
42506,15
42507,213
42508,510
42509,664
42510,391
42511,661
42512,984
42513,603
42514,850
42515,97
42516,318
42517,379
42518,377
42519,501
42520,876
42521,655
42522,386
42523,317
42524,311
42525,606
42526,178
42527,867
42528,534
42529,946
42530,627
42531,45
42532,926
42533,1
42534,811
42535,366
42536,804
42537,272
42538,894
42539,129
42540,220
42541,913
42542,37
42543,623
42544,593
42545,651
42546,203
42547,387
42548,918
42549,336
42550,463
42551,531
42552,75
42553,996
42554,746
42555,810
42556,393
42557,572
42558,15
42559,375
42560,948
42561,340
42562,977
42563,784
42564,570
42565,910
42566,513
42567,3
42568,172
42569,331
42570,275
42571,723
42572,925
42573,490
42574,189
42575,927
42576,735
42577,426
42578,207
42579,166
42580,967
42581,330
42582,802
42583,500
42584,185
42585,891
42586,698
42587,103
42588,748
42589,481
42590,988
42591,743
42592,825
42593,496
42594,19
42595,587
42596,306
42597,774
42598,317
42599,244
42600,842
42601,552
42602,822
42603,639
42604,476
42605,121
42606,304
42607,778
42608,894
42609,308
42610,328
42611,597
42612,123
42613,774
42614,683
42615,335
42616,197
42617,183
42618,555
42619,149
42620,871
42621,535
42622,386
42623,605
42624,624
42625,846
42626,430
42627,955
42628,577
42629,710
42630,521
42631,38
42632,768
42633,804
42634,546
42635,760
42636,368
42637,486
42638,875
42639,963
42640,68
42641,988
42642,534
42643,751
42644,306
42645,573
42646,879
42647,410
42648,528
42649,286
42650,255
42651,262
42652,259
42653,961
42654,640
42655,906
42656,743
42657,473
42658,512
42659,495
42660,222
42661,257
42662,554
42663,125
42664,213
42665,522
42666,717
42667,583
42668,943
42669,943
42670,763
42671,969
42672,872
42673,126
42674,520
42675,536
42676,735
42677,520
42678,834
42679,102
42680,258
42681,850
42682,860
42683,361
42684,190
42685,498
42686,959
42687,634
42688,762
42689,967
42690,716
42691,529
42692,975
42693,182
42694,389
42695,278
42696,985
42697,755
42698,128
42699,399
42700,513
42701,28
42702,398
42703,401
42704,689
42705,827
42706,587
42707,89
42708,14
42709,739
42710,879
42711,412
42712,761
42713,777
42714,524
42715,890
42716,382
42717,367
42718,284
42719,506
42720,398
42721,306
42722,817
42723,220
42724,583
42725,400
42726,553
42727,5
42728,621
42729,305
42730,932
42731,805
42732,746
42733,307
42734,156
42735,459
42736,803
42737,226
42738,312
42739,58
42740,606
42741,643
42742,835
42743,845
42744,530
42745,66
42746,822
42747,684
42748,30
42749,651
42750,721
42751,828
42752,454
42753,857
42754,914
42755,106
42756,124
42757,418
42758,342
42759,192
42760,577
42761,307
42762,222
42763,897
42764,252
42765,233
42766,571
42767,632
42768,603
42769,914
42770,546
42771,69
42772,215
42773,355
42774,691
42775,665
42776,600
42777,673
42778,815
42779,581
42780,70
42781,836
42782,441
42783,843
42784,855
42785,352
42786,811
42787,451
42788,684
42789,789
42790,4
42791,905
42792,95
42793,12
42794,728
42795,130
42796,252
42797,96
42798,691
42799,151
42800,425
42801,63
42802,355
42803,6
42804,535
42805,811
42806,821
42807,611
42808,611
42809,695
42810,515
42811,256
42812,444
42813,948
42814,103
42815,734
42816,504
42817,292
42818,150
42819,889
42820,574
42821,207
42822,889
42823,94
42824,230
42825,414
42826,238
42827,274
42828,576
42829,670
42830,127
42831,214
42832,544
42833,662
42834,844
42835,605
42836,258
42837,713
42838,25
42839,346
42840,31
42841,28
42842,836
42843,879
42844,67
42845,119
42846,406
42847,76
42848,805
42849,103
42850,525
42851,121
42852,910
42853,428
42854,21
42855,481
42856,745
42857,753
42858,599
42859,999
42860,2
42861,777
42862,281
42863,394
42864,352
42865,240
42866,752
42867,43
42868,285
42869,824
42870,94
42871,704
42872,765
42873,927
42874,599
42875,649
42876,596
42877,472
42878,611
42879,303
42880,386
42881,558
42882,608
42883,974
42884,149
42885,0
42886,567
42887,372
42888,131
42889,81
42890,840
42891,524
42892,1
42893,313
42894,569
42895,775
42896,715
42897,863
42898,878
42899,547
42900,546
42901,119
42902,635
42903,369
42904,442
42905,876
42906,153
42907,602
42908,706
42909,80
42910,542
42911,283
42912,884
42913,924
42914,595
42915,128
42916,696
42917,176
42918,124
42919,622
42920,907
42921,630
42922,376
42923,548
42924,788
42925,403
42926,275
42927,411
42928,428
42929,354
42930,5
42931,954
42932,167
42933,615
42934,877
42935,380
42936,879
42937,730
42938,870
42939,915
42940,136
42941,576
42942,995
42943,869
42944,366
42945,790
42946,884
42947,821
42948,693
42949,827
42950,693
42951,472
42952,135
42953,506
42954,604
42955,60
42956,76
42957,971
42958,394
42959,702
42960,108
42961,119
42962,568
42963,579
42964,611
42965,72
42966,556
42967,772
42968,889
42969,867
42970,77
42971,407
42972,410
42973,645
42974,154
42975,870
42976,226
42977,666
42978,418
42979,779
42980,976
42981,753
42982,280
42983,82
42984,773
42985,147
42986,691
42987,609
42988,313
42989,819
42990,658
42991,469
42992,997
42993,961
42994,147
42995,623
42996,318
42997,909
42998,521
42999,948
43000,864
43001,401
43002,228
43003,237
43004,251
43005,791
43006,220
43007,959
43008,140
43009,693
43010,863
43011,8
43012,359
43013,531
43014,568
43015,19
43016,638
43017,810
43018,855
43019,620
43020,920
43021,651
43022,355
43023,683
43024,289
43025,358
43026,209
43027,329
43028,149
43029,145
43030,731
43031,682
43032,780
43033,533
43034,267
43035,666
43036,297
43037,742
43038,558
43039,779
43040,13
43041,165
43042,679
43043,814
43044,764
43045,312
43046,712
43047,499
43048,261
43049,861
43050,842
43051,596
43052,582
43053,273
43054,678
43055,983
43056,502
43057,262
43058,939
43059,713
43060,89
43061,974
43062,370
43063,394
43064,352
43065,65
43066,840
43067,705
43068,100
43069,716
43070,125
43071,843
43072,828
43073,895
43074,318
43075,872
43076,555
43077,818
43078,29
43079,243
43080,915
43081,347
43082,757
43083,591
43084,716
43085,702
43086,65
43087,417
43088,343
43089,667
43090,162
43091,147
43092,642
43093,50
43094,335
43095,837
43096,233
43097,769
43098,753
43099,369
43100,646
43101,620
43102,121
43103,731
43104,376
43105,691
43106,703
43107,469
43108,940
43109,322
43110,594
43111,521
43112,486
43113,754
43114,406
43115,333
43116,877
43117,121
43118,243
43119,221
43120,974
43121,197
43122,764
43123,635
43124,424
43125,194
43126,502
43127,590
43128,895
43129,407
43130,122
43131,890
43132,857
43133,433
43134,693
43135,689
43136,769
43137,765
43138,864
43139,971
43140,491
43141,75
43142,859
43143,159
43144,313
43145,135
43146,254
43147,400
43148,962
43149,248
43150,183
43151,622
43152,617
43153,394
43154,739
43155,343
43156,434
43157,613
43158,79
43159,367
43160,834
43161,40
43162,820
43163,502
43164,117
43165,618
43166,106
43167,0
43168,673
43169,283
43170,474
43171,790
43172,616
43173,455
43174,102
43175,954
43176,214
43177,912
43178,920
43179,636
43180,469
43181,165
43182,778
43183,120
43184,972
43185,196
43186,402
43187,705
43188,595
43189,407
43190,623
43191,54
43192,439
43193,874
43194,212
43195,186
43196,505
43197,116
43198,892
43199,852
43200,664
43201,379
43202,323
43203,752
43204,887
43205,748
43206,401
43207,107
43208,93
43209,52
43210,239
43211,735
43212,701
43213,548
43214,19
43215,112
43216,176
43217,934
43218,58
43219,428
43220,948
43221,248
43222,396
43223,877
43224,897
43225,539
43226,274
43227,862
43228,46
43229,159
43230,671
43231,649
43232,923
43233,412
43234,347
43235,592
43236,569
43237,508
43238,206
43239,323
43240,68
43241,588
43242,673
43243,321
43244,364
43245,438
43246,360
43247,77
43248,808
43249,758
43250,0
43251,526
43252,805
43253,721
43254,683
43255,854
43256,821
43257,788
43258,664
43259,804
43260,83
43261,945
43262,775
43263,109
43264,266
43265,462
43266,776
43267,495
43268,20
43269,482
43270,76
43271,833
43272,705
43273,680
43274,221
43275,896
43276,567
43277,457
43278,506
43279,668
43280,217
43281,547
43282,842
43283,387
43284,434
43285,881
43286,249
43287,932
43288,866
43289,856
43290,925
43291,173
43292,54
43293,543
43294,332
43295,654
43296,929
43297,827
43298,960
43299,441
43300,397
43301,271
43302,707
43303,109
43304,916
43305,400
43306,394
43307,277
43308,980
43309,42
43310,71
43311,953
43312,357
43313,262
43314,544
43315,486
43316,466
43317,691
43318,774
43319,953
43320,979
43321,693
43322,878
43323,209
43324,705
43325,433
43326,825
43327,618
43328,519
43329,921
43330,708
43331,374
43332,364
43333,807
43334,16
43335,268
43336,701
43337,371
43338,879
43339,952
43340,428
43341,398
43342,765
43343,736
43344,437
43345,115
43346,906
43347,319
43348,125
43349,673
43350,95
43351,614
43352,562
43353,328
43354,660
43355,832
43356,743
43357,725
43358,298
43359,763
43360,291
43361,145
43362,896
43363,736
43364,921
43365,509
43366,129
43367,773
43368,373
43369,980
43370,743
43371,5
43372,85
43373,768
43374,886
43375,794
43376,680
43377,828
43378,260
43379,353
43380,738
43381,72
43382,856
43383,69
43384,716
43385,236
43386,269
43387,702
43388,235
43389,139
43390,923
43391,830
43392,594
43393,383
43394,694
43395,491
43396,105
43397,678
43398,492
43399,485
43400,936
43401,611
43402,760
43403,947
43404,852
43405,676
43406,788
43407,455
43408,145
43409,619
43410,571
43411,926
43412,734
43413,912
43414,722
43415,185
43416,92
43417,670
43418,234
43419,39
43420,275
43421,326
43422,139
43423,802
43424,981
43425,316
43426,173
43427,690
43428,260
43429,715
43430,583
43431,40
43432,954
43433,637
43434,422
43435,332
43436,775
43437,235
43438,637
43439,216
43440,800
43441,155
43442,887
43443,69
43444,45
43445,591
43446,14
43447,802
43448,278
43449,37
43450,264
43451,540
43452,238
43453,829
43454,320
43455,8
43456,66
43457,875
43458,64
43459,423
43460,542
43461,421
43462,16
43463,671
43464,32
43465,288
43466,511
43467,119
43468,208
43469,979
43470,361
43471,213
43472,327
43473,395
43474,865
43475,295
43476,50
43477,123
43478,156
43479,306
43480,771
43481,759
43482,805
43483,478
43484,749
43485,246
43486,224
43487,911
43488,103
43489,303
43490,69
43491,842
43492,141
43493,468
43494,232
43495,461
43496,275
43497,602
43498,549
43499,848
43500,791
43501,25
43502,609
43503,147
43504,435
43505,500
43506,552
43507,111
43508,373
43509,631
43510,473
43511,515
43512,139
43513,692
43514,757
43515,830
43516,672
43517,874
43518,958
43519,554
43520,69
43521,192
43522,228
43523,367
43524,676
43525,338
43526,612
43527,719
43528,649
43529,540
43530,512
43531,629
43532,905
43533,74
43534,980
43535,35
43536,20
43537,932
43538,107
43539,343
43540,291
43541,364
43542,794
43543,196
43544,35
43545,220
43546,137
43547,129
43548,538
43549,995
43550,272
43551,482
43552,828
43553,566
43554,370
43555,739
43556,770
43557,211
43558,628
43559,470
43560,402
43561,88
43562,343
43563,477
43564,121
43565,672
43566,985
43567,602
43568,920
43569,1
43570,373
43571,301
43572,230
43573,160
43574,211
43575,630
43576,135
43577,23
43578,984
43579,801
43580,729
43581,97
43582,666
43583,659
43584,34
43585,579
43586,286
43587,803
43588,740
43589,279
43590,773
43591,653
43592,291
43593,705
43594,832
43595,6
43596,763
43597,319
43598,509
43599,271
43600,818
43601,308
43602,228
43603,727
43604,104
43605,555
43606,488
43607,206
43608,979
43609,267
43610,313
43611,584
43612,857
43613,13
43614,635
43615,813
43616,373
43617,686
43618,129
43619,267
43620,730
43621,845
43622,644
43623,186
43624,625
43625,94
43626,368
43627,691
43628,560
43629,531
43630,99
43631,85
43632,629
43633,743
43634,945
43635,637
43636,688
43637,782
43638,28
43639,540
43640,56
43641,764
43642,725
43643,549
43644,599
43645,704
43646,851
43647,457
43648,558
43649,342
43650,46
43651,47
43652,381
43653,713
43654,131
43655,512
43656,796
43657,586
43658,588
43659,333
43660,116
43661,855
43662,658
43663,96
43664,138
43665,398
43666,249
43667,281
43668,30
43669,930
43670,913
43671,825
43672,974
43673,951
43674,298
43675,119
43676,591
43677,735
43678,269
43679,271
43680,965
43681,719
43682,231
43683,13
43684,463
43685,323
43686,986
43687,230
43688,368
43689,785
43690,10
43691,986
43692,861
43693,108
43694,208
43695,176
43696,182
43697,434
43698,245
43699,812
43700,318
43701,2
43702,518
43703,763
43704,739
43705,137
43706,245
43707,548
43708,10
43709,766
43710,949
43711,298
43712,371
43713,768
43714,42
43715,226
43716,415
43717,875
43718,991
43719,379
43720,588
43721,114
43722,482
43723,853
43724,790
43725,355
43726,217
43727,413
43728,725
43729,342
43730,452
43731,281
43732,812
43733,726
43734,162
43735,919
43736,352
43737,769
43738,619
43739,573
43740,682
43741,732
43742,431
43743,969
43744,366
43745,837
43746,610
43747,833
43748,560
43749,439
43750,411
43751,48
43752,511
43753,732
43754,72
43755,139
43756,629
43757,912
43758,679
43759,172
43760,444
43761,750
43762,585
43763,268
43764,805
43765,789
43766,846
43767,811
43768,622
43769,330
43770,860
43771,713
43772,738
43773,627
43774,93
43775,2
43776,633
43777,809
43778,63
43779,514
43780,765
43781,88
43782,45
43783,981
43784,544
43785,551
43786,710
43787,861
43788,833
43789,415
43790,606
43791,285
43792,391
43793,366
43794,372
43795,556
43796,690
43797,298
43798,646
43799,417
43800,621
43801,388
43802,463
43803,873
43804,448
43805,597
43806,0
43807,266
43808,846
43809,186
43810,864
43811,835
43812,215
43813,357
43814,976
43815,397
43816,125
43817,334
43818,511
43819,320
43820,493
43821,9
43822,20
43823,68
43824,782
43825,949
43826,627
43827,838
43828,851
43829,675
43830,207
43831,879
43832,518
43833,413
43834,38
43835,866
43836,143
43837,391
43838,428
43839,421
43840,265
43841,513
43842,603
43843,430
43844,923
43845,138
43846,775
43847,648
43848,115
43849,650
43850,458
43851,643
43852,983
43853,750
43854,950
43855,832
43856,778
43857,614
43858,339
43859,338
43860,943
43861,280
43862,893
43863,493
43864,206
43865,151
43866,709
43867,717
43868,661
43869,889
43870,274
43871,466
43872,173
43873,291
43874,247
43875,958
43876,256
43877,129
43878,184
43879,423
43880,380
43881,587
43882,383
43883,915
43884,36
43885,733
43886,55
43887,610
43888,264
43889,783
43890,569
43891,765
43892,596
43893,408
43894,175
43895,533
43896,771
43897,279
43898,632
43899,956
43900,744
43901,837
43902,390
43903,662
43904,286
43905,272
43906,327
43907,569
43908,568
43909,791
43910,826
43911,191
43912,248
43913,503
43914,883
43915,289
43916,216
43917,702
43918,810
43919,509
43920,117
43921,459
43922,368
43923,893
43924,974
43925,907
43926,659
43927,273
43928,413
43929,167
43930,983
43931,586
43932,43
43933,323
43934,327
43935,179
43936,484
43937,703
43938,709
43939,840
43940,893
43941,831
43942,455
43943,102
43944,34
43945,83
43946,639
43947,189
43948,759
43949,936
43950,16
43951,966
43952,330
43953,964
43954,909
43955,740
43956,692
43957,274
43958,973
43959,454
43960,195
43961,528
43962,272
43963,61
43964,420
43965,245
43966,381
43967,498
43968,729
43969,14
43970,498
43971,538
43972,546
43973,83
43974,301
43975,331
43976,208
43977,721
43978,406
43979,916
43980,366
43981,965
43982,235
43983,218
43984,706
43985,298
43986,128
43987,464
43988,831
43989,250
43990,643
43991,736
43992,480
43993,17
43994,58
43995,114
43996,508
43997,428
43998,396
43999,689
44000,536
44001,548
44002,204
44003,641
44004,606
44005,893
44006,957
44007,756
44008,122
44009,712
44010,124
44011,954
44012,516
44013,670
44014,113
44015,859
44016,34
44017,574
44018,900
44019,755
44020,269
44021,120
44022,429
44023,816
44024,849
44025,863
44026,338
44027,320
44028,58
44029,686
44030,490
44031,228
44032,219
44033,923
44034,559
44035,766
44036,738
44037,203
44038,67
44039,686
44040,864
44041,530
44042,110
44043,935
44044,892
44045,20
44046,218
44047,546
44048,710
44049,517
44050,274
44051,285
44052,893
44053,22
44054,320
44055,320
44056,849
44057,973
44058,792
44059,198
44060,150
44061,309
44062,505
44063,332
44064,75
44065,409
44066,328
44067,324
44068,782
44069,509
44070,783
44071,764
44072,905
44073,367
44074,516
44075,645
44076,652
44077,353
44078,250
44079,754
44080,136
44081,698
44082,36
44083,215
44084,432
44085,45
44086,621
44087,882
44088,550
44089,567
44090,466
44091,152
44092,256
44093,271
44094,45
44095,398
44096,128
44097,963
44098,270
44099,239
44100,289
44101,398
44102,862
44103,433
44104,963
44105,371
44106,176
44107,570
44108,378
44109,738
44110,969
44111,618
44112,445
44113,327
44114,595
44115,11
44116,99
44117,342
44118,55
44119,618
44120,913
44121,60
44122,937
44123,590
44124,404
44125,754
44126,386
44127,776
44128,121
44129,490
44130,58
44131,804
44132,339
44133,988
44134,216
44135,829
44136,807
44137,228
44138,252
44139,787
44140,139
44141,2
44142,941
44143,662
44144,827
44145,879
44146,865
44147,510
44148,34
44149,572
44150,844
44151,141
44152,195
44153,546
44154,52
44155,23
44156,35
44157,536
44158,716
44159,793
44160,643
44161,790
44162,836
44163,764
44164,911
44165,827
44166,270
44167,504
44168,439
44169,591
44170,149
44171,311
44172,72
44173,813
44174,58
44175,866
44176,669
44177,808
44178,798
44179,208
44180,872
44181,351
44182,746
44183,400
44184,989
44185,197
44186,385
44187,353
44188,195
44189,310
44190,558
44191,421
44192,71
44193,970
44194,904
44195,661
44196,913
44197,279
44198,514
44199,79
44200,573
44201,646
44202,886
44203,473
44204,379
44205,580
44206,83
44207,36
44208,983
44209,46
44210,319
44211,135
44212,965
44213,999
44214,773
44215,318
44216,328
44217,790
44218,697
44219,744
44220,389
44221,85
44222,134
44223,817
44224,313
44225,909
44226,845
44227,974
44228,82
44229,267
44230,649
44231,160
44232,993
44233,328
44234,749
44235,479
44236,254
44237,462
44238,659
44239,366
44240,336
44241,622
44242,292
44243,260
44244,727
44245,831
44246,369
44247,156
44248,637
44249,403
44250,145
44251,595
44252,252
44253,15
44254,858
44255,669
44256,731
44257,785
44258,966
44259,305
44260,950
44261,332
44262,305
44263,838
44264,511
44265,363
44266,176
44267,465
44268,302
44269,640
44270,368
44271,877
44272,25
44273,239
44274,147
44275,110
44276,404
44277,259
44278,555
44279,942
44280,490
44281,724
44282,420
44283,506
44284,609
44285,359
44286,988
44287,152
44288,81
44289,124
44290,739
44291,359
44292,923
44293,998
44294,308
44295,602
44296,391
44297,57
44298,478
44299,498
44300,627
44301,429
44302,812
44303,811
44304,815
44305,527
44306,513
44307,251
44308,667
44309,796
44310,47
44311,964
44312,655
44313,33
44314,836
44315,233
44316,790
44317,553
44318,284
44319,220
44320,671
44321,399
44322,515
44323,470
44324,228
44325,908
44326,918
44327,124
44328,355
44329,739
44330,373
44331,382
44332,285
44333,286
44334,200
44335,728
44336,835
44337,541
44338,10
44339,366
44340,537
44341,818
44342,53
44343,731
44344,56
44345,174
44346,79
44347,580
44348,164
44349,938
44350,785
44351,865
44352,365
44353,785
44354,580
44355,748
44356,35
44357,838
44358,536
44359,32
44360,206
44361,344
44362,524
44363,206
44364,536
44365,752
44366,216
44367,703
44368,102
44369,583
44370,689
44371,567
44372,212
44373,645
44374,63
44375,787
44376,330
44377,488
44378,113
44379,749
44380,961
44381,281
44382,31
44383,777
44384,723
44385,586
44386,861
44387,540
44388,798
44389,724
44390,763
44391,629
44392,823
44393,351
44394,967
44395,373
44396,388
44397,428
44398,114
44399,121
44400,617
44401,511
44402,357
44403,939
44404,887
44405,852
44406,538
44407,265
44408,678
44409,770
44410,845
44411,942
44412,942
44413,633
44414,606
44415,784
44416,689
44417,305
44418,945
44419,21
44420,375
44421,395
44422,220
44423,355
44424,856
44425,42
44426,737
44427,865
44428,889
44429,325
44430,18
44431,421
44432,709
44433,476
44434,670
44435,795
44436,484
44437,108
44438,217
44439,562
44440,459
44441,689
44442,507
44443,409
44444,802
44445,199
44446,649
44447,167
44448,815
44449,965
44450,6
44451,813
44452,933
44453,213
44454,515
44455,9
44456,476
44457,537
44458,91
44459,135
44460,89
44461,643
44462,841
44463,442
44464,664
44465,879
44466,58
44467,863
44468,114
44469,179
44470,391
44471,230
44472,168
44473,42
44474,877
44475,523
44476,833
44477,962
44478,763
44479,899
44480,919
44481,519
44482,878
44483,403
44484,694
44485,238
44486,273
44487,476
44488,719
44489,24
44490,522
44491,748
44492,384
44493,425
44494,190
44495,601
44496,130
44497,133
44498,955
44499,219
44500,239
44501,520
44502,846
44503,125
44504,813
44505,660
44506,293
44507,170
44508,162
44509,69
44510,187
44511,404
44512,623
44513,124
44514,960
44515,541
44516,913
44517,484
44518,943
44519,770
44520,236
44521,217
44522,874
44523,373
44524,329
44525,449
44526,247
44527,598
44528,701
44529,687
44530,345
44531,764
44532,174
44533,47
44534,995
44535,909
44536,520
44537,763
44538,853
44539,63
44540,418
44541,505
44542,289
44543,185
44544,278
44545,881
44546,796
44547,810
44548,324
44549,912
44550,820
44551,784
44552,886
44553,879
44554,820
44555,631
44556,268
44557,183
44558,560
44559,623
44560,455
44561,736
44562,626
44563,861
44564,664
44565,664
44566,798
44567,334
44568,24
44569,263
44570,471
44571,630
44572,37
44573,964
44574,192
44575,921
44576,475
44577,658
44578,48
44579,802
44580,913
44581,864
44582,573
44583,438
44584,386
44585,796
44586,838
44587,299
44588,148
44589,278
44590,177
44591,443
44592,428
44593,293
44594,654
44595,632
44596,665
44597,292
44598,995
44599,645
44600,903
44601,53
44602,817
44603,945
44604,822
44605,431
44606,296
44607,874
44608,925
44609,108
44610,737
44611,854
44612,802
44613,431
44614,779
44615,761
44616,647
44617,461
44618,266
44619,977
44620,448
44621,551
44622,814
44623,764
44624,849
44625,116
44626,350
44627,659
44628,582
44629,643
44630,637
44631,176
44632,980
44633,208
44634,616
44635,307
44636,582
44637,386
44638,119
44639,425
44640,582
44641,889
44642,195
44643,792
44644,543
44645,77
44646,954
44647,223
44648,286
44649,180
44650,877
44651,791
44652,282
44653,801
44654,371
44655,592
44656,156
44657,281
44658,734
44659,597
44660,839
44661,28
44662,22
44663,434
44664,125
44665,966
44666,939
44667,730
44668,301
44669,55
44670,369
44671,172
44672,614
44673,274
44674,423
44675,661
44676,936
44677,670
44678,764
44679,797
44680,181
44681,91
44682,640
44683,58
44684,378
44685,724
44686,542
44687,196
44688,937
44689,969
44690,682
44691,659
44692,11
44693,915
44694,285
44695,789
44696,673
44697,441
44698,64
44699,433
44700,982
44701,495
44702,891
44703,632
44704,193
44705,233
44706,83
44707,386
44708,955
44709,892
44710,668
44711,976
44712,982
44713,563
44714,91
44715,183
44716,744
44717,937
44718,22
44719,119
44720,970
44721,253
44722,396
44723,225
44724,52
44725,676
44726,23
44727,36
44728,306
44729,99
44730,399
44731,667
44732,809
44733,205
44734,135
44735,773
44736,305
44737,251
44738,151
44739,305
44740,638
44741,321
44742,465
44743,636
44744,751
44745,630
44746,416
44747,170
44748,561
44749,530
44750,540
44751,594
44752,767
44753,592
44754,537
44755,487
44756,456
44757,337
44758,295
44759,774
44760,915
44761,238
44762,792
44763,411
44764,825
44765,177
44766,976
44767,574
44768,50
44769,542
44770,246
44771,194
44772,893
44773,131
44774,721
44775,255
44776,100
44777,57
44778,681
44779,12
44780,590
44781,90
44782,65
44783,294
44784,620
44785,892
44786,973
44787,912
44788,840
44789,894
44790,348
44791,926
44792,275
44793,551
44794,545
44795,204
44796,241
44797,440
44798,278
44799,956
44800,41
44801,445
44802,122
44803,869
44804,838
44805,40
44806,903
44807,818
44808,24
44809,103
44810,67
44811,41
44812,346
44813,871
44814,81
44815,739
44816,840
44817,924
44818,740
44819,802
44820,44
44821,87
44822,711
44823,798
44824,283
44825,517
44826,315
44827,356
44828,886
44829,928
44830,116
44831,333
44832,701
44833,483
44834,450
44835,519
44836,69
44837,711
44838,526
44839,751
44840,54
44841,156
44842,30
44843,69
44844,822
44845,939
44846,731
44847,3
44848,905
44849,399
44850,533
44851,416
44852,638
44853,162
44854,428
44855,401
44856,782
44857,892
44858,999
44859,317
44860,316
44861,524
44862,194
44863,574
44864,255
44865,532
44866,911
44867,382
44868,144
44869,825
44870,276
44871,879
44872,376
44873,374
44874,251
44875,208
44876,928
44877,670
44878,83
44879,772
44880,92
44881,340
44882,154
44883,478
44884,299
44885,940
44886,865
44887,220
44888,283
44889,537
44890,199
44891,155
44892,777
44893,568
44894,147
44895,256
44896,886
44897,484
44898,120
44899,439
44900,15
44901,23
44902,986
44903,546
44904,34
44905,560
44906,22
44907,821
44908,816
44909,57
44910,67
44911,853
44912,860
44913,516
44914,17
44915,369
44916,947
44917,459
44918,525
44919,287
44920,826
44921,193
44922,413
44923,778
44924,355
44925,420
44926,910
44927,993
44928,133
44929,547
44930,985
44931,779
44932,92
44933,122
44934,463
44935,317
44936,782
44937,103
44938,57
44939,997
44940,342
44941,826
44942,529
44943,410
44944,968
44945,182
44946,38
44947,837
44948,826
44949,40
44950,746
44951,131
44952,835
44953,768
44954,296
44955,794
44956,591
44957,869
44958,44
44959,299
44960,508
44961,15
44962,786
44963,938
44964,669
44965,559
44966,36
44967,281
44968,837
44969,588
44970,990
44971,68
44972,117
44973,489
44974,49
44975,282
44976,355
44977,830
44978,140
44979,56
44980,754
44981,755
44982,379
44983,345
44984,372
44985,384
44986,962
44987,183
44988,763
44989,115
44990,387
44991,294
44992,723
44993,83
44994,798
44995,942
44996,839
44997,760
44998,409
44999,46
45000,649
45001,649
45002,481
45003,988
45004,547
45005,821
45006,501
45007,302
45008,494
45009,435
45010,787
45011,620
45012,300
45013,897
45014,360
45015,15
45016,271
45017,461
45018,794
45019,44
45020,872
45021,592
45022,16
45023,742
45024,484
45025,357
45026,637
45027,505
45028,149
45029,79
45030,376
45031,799
45032,132
45033,616
45034,440
45035,805
45036,513
45037,27
45038,212
45039,209
45040,939
45041,590
45042,19
45043,139
45044,987
45045,891
45046,686
45047,175
45048,16
